locus_tag,gene_name,start,end,strand,gene_product,COG,uniprot
SACI_RS04340,SACI_RS04340,728490,728942,-,YbhB/YbcL family Raf kinase inhibitor-like protein,S,A0A0U2W386
SACI_RS04345,psmB,728973,729584,-,archaeal proteasome endopeptidase complex subunit beta,O,A0A0U3FWF1
SACI_RS04350,SACI_RS04350,729607,730794,-,amidase,J,A0A0U2WZI0
SACI_RS04355,SACI_RS04355,731144,732148,+,alcohol dehydrogenase catalytic domain-containing protein,C,A0A0U2Y7M3
SACI_RS04360,SACI_RS04360,732174,732785,+,hypothetical protein,X,A0A0U2XZU9
SACI_RS04365,SACI_RS04365,732797,733288,+,hypothetical protein,X,A0A0U3FJQ7
SACI_RS04370,cobA,733432,734148,+,uroporphyrinogen-III C-methyltransferase,H,A0A0U3H1J9
SACI_RS11615,SACI_RS11615,734164,734307,+,YHS domain-containing protein,P,UPI000055241C
SACI_RS04375,SACI_RS04375,734352,735194,+,xanthine dehydrogenase family protein subunit M,C,A0A0U3H1R5
SACI_RS04380,SACI_RS04380,735191,735697,+,(2Fe-2S)-binding protein,C,A0A0U3FLW7
SACI_RS04385,SACI_RS04385,735648,736211,-,nucleotidyltransferase family protein,S,A0A0U3HKU5
SACI_RS04390,SACI_RS04390,736240,736674,+,carbon monoxide dehydrogenase subunit G,C,A0A0U3HDE0
SACI_RS04395,SACI_RS04395,736681,738261,-,50S ribosome-binding GTPase,J,A0A0U3FED6
SACI_RS04400,SACI_RS04400,738314,738814,+,ZPR1 zinc finger domain-containing protein,S,UPI0000552422
SACI_RS04405,SACI_RS04405,738801,739322,-,Hsp20/alpha crystallin family protein,O,A0A0U3GJI7
SACI_RS04410,mce,739365,739790,-,methylmalonyl-CoA epimerase,E,A0A0U3GTC5
SACI_RS04415,SACI_RS04415,739876,741549,+,methylmalonyl-CoA mutase family protein,I,A0A0U3FBH6
SACI_RS04420,SACI_RS04420,741546,742088,-,phosphoribosyltransferase,H,A0A0U3H2J3
SACI_RS04425,SACI_RS04425,742081,743175,-,alkaline phosphatase family protein,S,A0A0U3GUY1
SACI_RS04430,SACI_RS04430,743373,744923,+,NAD(P)/FAD-dependent oxidoreductase,Q,A0A0U3GF91
SACI_RS04435,SACI_RS04435,744958,746766,+,AAA family ATPase,O,A0A0U2W367
SACI_RS04440,SACI_RS04440,746708,747511,-,inositol-1-monophosphatase,G,A0A0U3FN04
SACI_RS04445,trxB,747508,748479,-,thioredoxin-disulfide reductase,O,A0A0U2WZG5
SACI_RS04450,SACI_RS04450,748556,750064,+,dihydropteroate synthase-like protein,H,A0A0U2XZT2
SACI_RS04455,SACI_RS04455,750024,750425,+,hypothetical protein,X,A0A0U3H9E4
SACI_RS04460,SACI_RS04460,750422,750841,-,6-carboxytetrahydropterin synthase,H,A0A0U3H1P6
SACI_RS04465,SACI_RS04465,750819,751349,-,hypothetical protein,X,UPI0002B27655
SACI_RS04470,SACI_RS04470,751344,751817,+,hypothetical protein,X,A0A0U2N920
SACI_RS04475,SACI_RS04475,751814,752224,+,hypothetical protein,X,A0A0U3HKT1
SACI_RS04480,SACI_RS04480,752208,752405,+,hypothetical protein,X,A0A0U3FEQ4
SACI_RS04485,SACI_RS04485,752417,753028,+,DUF115 domain-containing protein,H,A0A0U3F6P5
SACI_RS04490,SACI_RS04490,753048,754208,+,2-isopropylmalate synthase,E,A0A0U3GS85
SACI_RS04495,SACI_RS04495,754205,754825,+,MBL fold metallo-hydrolase,S,A0A0U3GTA4
SACI_RS04500,SACI_RS04500,754815,754991,-,ribbon-helix-helix protein%2C CopG family,K,A0A0U3H2H8
SACI_RS04505,SACI_RS04505,755140,755454,+,hypothetical protein,X,A0A0U3H236
SACI_RS04510,SACI_RS04510,755607,755834,-,Lrp/AsnC ligand binding domain-containing protein,K,A0A0U3GF77
SACI_RS04515,SACI_RS04515,755871,757052,-,ABC transporter permease,C,A0A0U2VUE0
SACI_RS04520,SACI_RS04520,757033,757779,-,ABC transporter ATP-binding protein,V,A0A0U3FWB7
SACI_RS11620,SACI_RS11620,757834,758526,+,hypothetical protein,X,UPI000055243B
SACI_RS04525,panB,758408,759214,+,3-methyl-2-oxobutanoate hydroxymethyltransferase,H,A0A0U2WRU3
SACI_RS04530,SACI_RS04530,759193,759993,-,phosphopantothenate/pantothenate synthetase,S,A0A0U2XZR9
SACI_RS04535,SACI_RS04535,759948,760697,-,GHMP kinase,S,A0A0U3H9B8
SACI_RS04540,SACI_RS04540,760719,761144,-,hypothetical protein,X,A0A0U3H1M8
SACI_RS04545,SACI_RS04545,761181,761888,+,MoaD family protein,H,A0A0U3FLU4
SACI_RS04550,thiD,761866,763209,+,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,H,A0A0U2NEA0
SACI_RS04555,SACI_RS04555,763213,763746,+,HD family hydrolase,S,A0A0U3HKQ9
SACI_RS04560,ppa,763773,764294,+,inorganic diphosphatase,C,A0A0U3FEN5
SACI_RS04565,SACI_RS04565,764291,765568,+,glycosyltransferase family 2 protein,M,A0A0U3FEA7
SACI_RS04570,SACI_RS04570,765569,766651,-,TGS domain-containing protein,S,A0A0U3GJF9
SACI_RS04575,SACI_RS04575,766641,767279,-,ribonuclease HII,L,A0A0U3GT90
SACI_RS04580,SACI_RS04580,767276,767962,-,60S ribosomal export protein NMD3,J,A0A0U3H2G9
SACI_RS04585,SACI_RS04585,767977,768285,-,DUF424 family protein,S,A0A0U3GUV3
SACI_RS04590,SACI_RS04590,768282,768707,-,translation initiation factor IF-2 subunit beta,J,A0A0U3GF54
SACI_RS04595,SACI_RS04595,768747,770012,+,tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase,J,A0A0U2VUB9
SACI_RS04600,SACI_RS04600,770046,771224,+,thiolase family protein,I,A0A0U3FWA4
SACI_RS04605,SACI_RS04605,771269,771595,+,translation initiation factor IF-1A,J,A0A0U2WZC3
SACI_RS04610,SACI_RS04610,771600,772355,+,serine protein kinase RIO,T,A0A0U2Y7G8
SACI_RS04615,SACI_RS04615,772370,772906,+,RNA-processing protein,J,A0A0U3H9A1
SACI_RS04620,SACI_RS04620,772889,773434,-,hypothetical protein,X,A0A0U3H1L9
SACI_RS04625,SACI_RS04625,773463,774455,-,DUF1152 domain-containing protein,S,A0A0U3FUL5
SACI_RS04630,SACI_RS04630,774587,775123,+,hypothetical protein,X,A0A0U2NE93
SACI_RS04635,SACI_RS04635,775102,775416,+,hypothetical protein,S,A0A0U3HKQ1
SACI_RS04640,SACI_RS04640,775411,776532,-,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,E,A0A0U3FEM6
SACI_RS04645,SACI_RS04645,776516,777436,-,homoserine kinase,E,A0A0U3F6L5
SACI_RS04650,SACI_RS04650,777470,779095,-,molybdopterin molybdotransferase MoeA,H,A0A0U3GS50
SACI_RS04655,SACI_RS04655,779131,779418,-,PqqD family protein,H,A0A0U3GK85
SACI_RS04660,SACI_RS04660,779415,779855,-,single-stranded DNA-binding protein,L,A0A0U3HA62
SACI_RS04665,SACI_RS04665,779988,781148,+,MoxR family ATPase,S,UPI0000552457
SACI_RS04670,SACI_RS04670,781145,782500,+,VWA domain-containing protein,S,A0A0U3H206
SACI_RS04675,SACI_RS04675,782626,782994,-,hypothetical protein,X,A0A0U3GMJ2
SACI_RS11825,SACI_RS11825,782994,783866,-,CoB--CoM heterodisulfide reductase iron-sulfur subunit B family protein,C,F2Z6A8
SACI_RS11830,SACI_RS11830,783870,784823,-,succinate dehydrogenase/fumarate reductase iron-sulfur subunit,C,A0A0U3FW89
SACI_RS04690,SACI_RS04690,784825,786525,-,succinate dehydrogenase flavoprotein subunit,C,A0A0U2WZB0
SACI_RS04695,SACI_RS04695,786563,787354,-,HAD-IIA family hydrolase,G,A0A0U2XZN7
SACI_RS04700,SACI_RS04700,787341,787628,-,hypothetical protein,X,A0A0U3H1E2
SACI_RS04705,SACI_RS04705,787658,789244,+,DUF2070 family protein,S,A0A0U3H948
SACI_RS04710,SACI_RS04710,789236,790594,-,NAD(P)/FAD-dependent oxidoreductase,C,A0A0U3FUG5
SACI_RS04715,SACI_RS04715,790651,791073,-,hypothetical protein,X,A0A0U2N8Y8
SACI_RS04720,SACI_RS04720,791134,791364,+,hypothetical protein,X,A0A0U3HKM9
SACI_RS04725,SACI_RS04725,791354,791893,-,phosphoesterase,X,A0A0U3FM64
SACI_RS04730,SACI_RS04730,792000,792500,+,hypothetical protein,X,A0A0U3F6K5
SACI_RS04735,SACI_RS04735,792507,793505,+,NAD(P)/FAD-dependent oxidoreductase,C,A0A0U3GS37
SACI_RS04740,SACI_RS04740,793502,793957,+,Lrp/AsnC family transcriptional regulator,K,A0A0U3GK71
SACI_RS04745,SACI_RS04745,794005,794769,-,RimK family alpha-L-glutamate ligase,H,UPI0009B5B548
SACI_RS04750,SACI_RS04750,794926,795777,-,polyprenyl synthetase family protein,H,A0A0U3H1Y7
SACI_RS04755,SACI_RS04755,795779,796585,-,hypothetical protein,X,A0A0U3GF21
SACI_RS04760,SACI_RS04760,796555,797367,-,S-methyl-5'-thioadenosine phosphorylase,F,A0A0U2W323
SACI_RS04765,SACI_RS04765,797448,798068,+,phosphoribosyltransferase,F,A0A0U3FW71
SACI_RS04770,prf1,798077,799162,-,peptide chain release factor aRF-1,J,UPI0009B5B016
SACI_RS11630,SACI_RS11630,799347,799547,-,integrase,S,
SACI_RS11975,SACI_RS11975,800195,800386,+,hypothetical protein,X,UPI00064FF240
SACI_RS04785,SACI_RS04785,800414,803881,+,hypothetical protein,S,A0A0U3H1D2
SACI_RS04790,SACI_RS04790,803952,805004,-,hypothetical protein,E,A0A0U3H1J0
SACI_RS04795,SACI_RS04795,805226,805438,+,hypothetical protein,X,A0A0U3FLQ2
SACI_RS04800,SACI_RS04800,806001,806408,+,PadR family transcriptional regulator,K,A0A0U2N8X6
SACI_RS04805,SACI_RS04805,806413,807399,+,ATP-binding cassette domain-containing protein,V,UPI0009B5BCE4
SACI_RS04810,SACI_RS04810,807396,808280,+,ABC transporter permease,V,A0A0U3FM59
SACI_RS04815,SACI_RS04815,808358,810472,+,xanthine dehydrogenase family protein molybdopterin-binding subunit,C,A0A0U3F6I0
SACI_RS04820,SACI_RS04820,810474,810962,+,DUF1947 domain-containing protein,J,A0A0U3GS18
SACI_RS04825,SACI_RS04825,810934,811593,+,polyprenol monophosphomannose synthase,M,A0A0U3GK53
SACI_RS04830,SACI_RS04830,811574,811897,-,winged helix-turn-helix transcriptional regulator,K,A0A0U3HA28
SACI_RS04835,SACI_RS04835,811959,812912,+,ornithine cyclodeaminase family protein,E,A0A0U3GUR3
SACI_RS04840,SACI_RS04840,812885,814024,+,PLP-dependent aminotransferase family protein,K,A0A0U3GMG0
SACI_RS04845,SACI_RS04845,814014,815066,-,aminopeptidase P family protein,E,A0A0U2W312
SACI_RS04850,SACI_RS04850,815108,816088,+,histone deacetylase family protein,B,A0A0U2VU78
SACI_RS04855,SACI_RS04855,816113,817498,+,TldD/PmbA family protein,L,A0A0U3FMR5
SACI_RS04860,SACI_RS04860,817491,818750,+,TldD/PmbA family protein,S,A0A0U2WRM7
SACI_RS04865,SACI_RS04865,818942,819370,+,small multi-drug export protein,S,A0A0U2XZL5
SACI_RS04870,SACI_RS04870,819407,821452,+,xanthine dehydrogenase family protein molybdopterin-binding subunit,C,A0A0U3H1B1
SACI_RS04875,SACI_RS04875,821803,822612,+,XdhC family protein,O,A0A0U3FUD5
SACI_RS04880,SACI_RS04880,822609,822950,+,hypothetical protein,X,A0A0U2NE59
SACI_RS04885,SACI_RS04885,823076,824089,-,pyridoxal-phosphate dependent enzyme,E,A0A0U3HKJ8
SACI_RS04890,SACI_RS04890,824166,825059,+,trypsin-like peptidase domain-containing protein,O,A0A0U3FM42
SACI_RS04895,SACI_RS04895,825069,825740,+,phosphatase PAP2 family protein,I,A0A0U3FEH7
SACI_RS04900,SACI_RS04900,825821,826270,-,hypothetical protein,X,F2Z5W9
SACI_RS04905,SACI_RS04905,826480,827391,+,ABC transporter ATP-binding protein,V,A0A0U3GJ95
SACI_RS04910,SACI_RS04910,827654,828943,+,acetyl ornithine aminotransferase family protein,E,A0A0U3HA02
SACI_RS04915,SACI_RS04915,828940,829371,+,hypothetical protein,X,A0A0U3H2B2
SACI_RS04920,SACI_RS04920,829492,829992,+,class I SAM-dependent methyltransferase,Q,A0A0U3GUQ0
SACI_RS04925,SACI_RS04925,829989,830393,+,hypothetical protein,X,A0A0U2W2Z7
SACI_RS04930,SACI_RS04930,830468,830914,-,HIT family protein,F,A0A0U2VU58
SACI_RS04935,SACI_RS04935,831053,832252,-,acyl-CoA dehydrogenase family protein,I,A0A0U3FMQ2
SACI_RS04940,SACI_RS04940,832374,833633,-,ABC transporter ATP-binding protein,E,A0A0U2WRL2
SACI_RS04945,SACI_RS04945,833630,834988,-,ABC transporter ATP-binding protein,E,A0A0U3H941
SACI_RS04950,SACI_RS04950,834985,835863,-,ABC transporter permease,P,A0A0U3H913
SACI_RS04955,SACI_RS04955,835874,836929,-,ABC transporter permease,P,A0A0U3FUB0
SACI_RS04960,SACI_RS04960,836997,839600,-,ABC transporter substrate-binding protein,E,A0A0U2NE45
SACI_RS04965,SACI_RS04965,839843,840688,+,hypothetical protein,X,A0A0U3FLM2
SACI_RS04970,SACI_RS04970,840707,841018,+,hypothetical protein,X,A0A0U3FM33
SACI_RS04975,SACI_RS04975,841049,842950,-,protein kinase,K,A0A0U3HD34
SACI_RS04980,SACI_RS04980,842947,844050,-,RsmB/NOP family class I SAM-dependent RNA methyltransferase,J,A0A0U3FEG2
SACI_RS04985,SACI_RS04985,844047,845441,-,tRNA uridine(34) 5-carboxymethylaminomethyl modification radical SAM/GNAT enzyme Elp3,K,UPI0002B297C4
SACI_RS04990,SACI_RS04990,845538,846869,+,MFS transporter,E,A0A0U3FYG8
SACI_RS04995,SACI_RS04995,847306,848025,-,hypothetical protein,X,A0A0U3GJ82
SACI_RS05000,SACI_RS05000,848080,848499,-,hypothetical protein,X,A0A0U3H1U4
SACI_RS05005,SACI_RS05005,848599,848853,+,DUF504 domain-containing protein,S,A0A0U3H296
SACI_RS05010,SACI_RS05010,848861,850483,-,thermopsin,E,A0A0U3H7B6
SACI_RS05015,SACI_RS05015,850873,852171,+,AAA family ATPase,D,A0A0U2W2Y0
SACI_RS05020,SACI_RS05020,852178,853680,+,cellulose synthase catalytic subunit,M,A0A0U3GEX3
SACI_RS05025,SACI_RS05025,853736,854056,+,GYD domain-containing protein,S,A0A0U2VU45
SACI_RS05030,SACI_RS05030,854418,855068,+,hypothetical protein,X,A0A0U2Y792
SACI_RS05035,SACI_RS05035,855397,857076,+,long-chain-fatty-acid--CoA ligase,I,UPI0002B29646
SACI_RS05040,SACI_RS05040,857245,858099,+,metal-dependent hydrolase,S,A0A0U3H926
SACI_RS11835,SACI_RS11835,858351,858545,+,hypothetical protein,X,Q4J9W9
SACI_RS05045,SACI_RS05045,858742,860154,+,aspartate aminotransferase family protein,E,A0A0U3H907
SACI_RS05050,SACI_RS05050,860143,861657,-,FGGY-family carbohydrate kinase,G,A0A0U3H185
SACI_RS05055,SACI_RS05055,861644,862849,-,MFS transporter,G,A0A0U2NE36
SACI_RS05060,SACI_RS05060,863589,864452,-,DUF973 family protein,X,A0A0U3FLL4
SACI_RS05065,SACI_RS05065,864688,866400,-,hypothetical protein,X,A0A0U3FM18
SACI_RS05070,SACI_RS05070,866587,867168,-,hypothetical protein,X,A0A0U3FE15
SACI_RS05075,SACI_RS05075,867412,867948,+,hypothetical protein,V,A0A0U3GRW6
SACI_RS05080,SACI_RS05080,868139,868948,+,alpha/beta hydrolase,I,A0A0U3GSZ4
SACI_RS05085,SACI_RS05085,869143,869940,+,ABC transporter permease,X,A0A0U3GJ67
SACI_RS05090,SACI_RS05090,869942,870712,+,ATP-binding cassette domain-containing protein,P,A0A0U3GK01
SACI_RS05095,SACI_RS05095,870714,871331,+,hypothetical protein,X,A0A0U3GMB9
SACI_RS05100,SACI_RS05100,871321,871626,+,transcriptional regulator,K,A0A0U2W2W6
SACI_RS05105,SACI_RS05105,871834,872922,+,acyl-CoA dehydrogenase family protein,I,A0A0U3GEW0
SACI_RS05110,SACI_RS05110,872954,873391,+,MaoC family dehydratase N-terminal domain-containing protein,I,A0A0U2WZ39
SACI_RS05115,SACI_RS05115,873384,874187,-,acyl-CoA/acyl-ACP dehydrogenase,I,A0A0U3FMM7
SACI_RS05120,SACI_RS05120,874347,875582,-,amidohydrolase family protein,F,A0A0U2WRI1
SACI_RS05125,SACI_RS05125,875854,876807,+,zinc ribbon domain-containing protein,X,A0A0U2XZH1
SACI_RS05130,SACI_RS05130,876844,877167,-,hypothetical protein,X,A0A0U3FU80
SACI_RS05135,SACI_RS05135,877504,877836,+,DsrE family protein,S,A0A0U3GJZ9
SACI_RS05140,SACI_RS05140,877833,878177,+,hypothetical protein,X,A0A0U2NE25
SACI_RS05145,SACI_RS05145,878193,879002,-,hypothetical protein,X,A0A0U3HKF2
SACI_RS05150,SACI_RS05150,879062,880252,+,3-hydroxyacyl-CoA dehydrogenase,I,A0A0U3FLK5
SACI_RS05155,SACI_RS05155,880693,881787,+,glucose 1-dehydrogenase,E,A0A0U2N8T9
SACI_RS05160,SACI_RS05160,882015,883073,+,ATP-binding protein,S,A0A0U3FQT6
SACI_RS05165,SACI_RS05165,883177,883904,-,hypothetical protein,X,
SACI_RS05170,SACI_RS05170,884540,886057,-,long-chain fatty acid--CoA ligase,I,A0A0U3GRT6
SACI_RS05175,SACI_RS05175,886257,886760,-,MaoC family dehydratase,I,A0A0U3FEC7
SACI_RS05180,SACI_RS05180,886976,888124,-,CoA transferase,C,A0A0U3F6B7
SACI_RS05185,SACI_RS05185,888299,889285,+,iron-containing alcohol dehydrogenase,C,A0A0U3GJ64
SACI_RS05190,SACI_RS05190,889453,889824,-,hypothetical protein,C,A0A0U3GJY5
SACI_RS11920,SACI_RS11920,889834,889995,+,hypothetical protein,X,UPI0002B26513
SACI_RS11840,SACI_RS11840,890005,890127,+,transposase,X,UPI0011BEED5C
SACI_RS05195,SACI_RS05195,890296,891342,-,DEAD/DEAH box helicase,J,A0A0U2W2U7
SACI_RS05200,SACI_RS05200,891533,891871,+,DUF202 domain-containing protein,S,A0A0U3GUK4
SACI_RS05205,SACI_RS05205,891970,892830,-,DMT family transporter,G,A0A0U2WZ24
SACI_RS05210,SACI_RS05210,892915,893157,+,hypothetical protein,X,A0A0U2Y758
SACI_RS05215,SACI_RS05215,893415,894239,+,SIS domain-containing protein,X,A0A0U3FML8
SACI_RS05220,SACI_RS05220,894246,894491,+,hypothetical protein,X,A0A0U3H8Y1
SACI_RS05225,uvsE,894785,895654,+,UV DNA damage repair endonuclease UvsE,L,A0A0U3FU66
SACI_RS05230,SACI_RS05230,895850,897445,-,L-lactate permease,C,
SACI_RS05235,SACI_RS05235,897628,899109,+,aldehyde dehydrogenase,C,A0A0U3H157
SACI_RS05240,SACI_RS05240,899296,901110,+,phosphoenolpyruvate carboxykinase (GTP),C,M1IC57
SACI_RS05245,folK,901175,902071,-,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,H,A0A0U3FLZ8
SACI_RS05250,SACI_RS05250,902068,902793,-,SDR family oxidoreductase,I,A0A0U3FDY2
SACI_RS05255,SACI_RS05255,903047,904438,+,4-hydroxybutyryl-CoA dehydratase,Q,A0A0U2N8T2
SACI_RS05260,SACI_RS05260,904456,905214,-,SDR family oxidoreductase,I,A0A0U3HCY6
SACI_RS05265,SACI_RS05265,905293,906213,-,alpha/beta hydrolase,I,A0A0U3H9T8
SACI_RS05270,SACI_RS05270,906267,907436,-,alpha/beta hydrolase,X,A0A0U3H1P5
SACI_RS05275,SACI_RS05275,908076,908663,+,TetR/AcrR family transcriptional regulator,K,A0A0U3GJ51
SACI_RS05280,SACI_RS05280,908850,909971,+,acyl-CoA dehydrogenase family protein,I,A0A0U3GJX0
SACI_RS05285,SACI_RS05285,910065,912056,-,3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein,I,A0A0U3FVR3
SACI_RS05290,SACI_RS05290,912102,912998,-,MBL fold metallo-hydrolase,S,A0A0U3FHR8
SACI_RS05295,SACI_RS05295,913160,914812,+,long-chain-fatty-acid--CoA ligase,I,M1I4H0
SACI_RS05300,SACI_RS05300,915037,915963,+,R2-like ligand-binding oxidase,F,A0A0U2WZ10
SACI_RS05305,SACI_RS05305,915975,916871,+,acyl-CoA/acyl-ACP dehydrogenase,I,A0A0U2WWK5
SACI_RS05310,SACI_RS05310,916907,918094,+,acetyl-CoA C-acetyltransferase,I,A0A0U3GUI7
SACI_RS05315,SACI_RS05315,918125,919132,-,alcohol dehydrogenase catalytic domain-containing protein,C,A0A0U3H8X4
SACI_RS05320,SACI_RS05320,919178,920095,-,alpha/beta hydrolase,I,A0A0U2VTX9
SACI_RS05325,glpK,920171,921667,-,glycerol kinase GlpK,F,M1IUQ4
SACI_RS05330,SACI_RS05330,921761,923047,+,FAD-dependent oxidoreductase,C,A0A0U2NE06
SACI_RS05335,SACI_RS05335,923050,923490,+,carbon monoxide dehydrogenase,C,A0A0U3HKB7
SACI_RS05340,SACI_RS05340,923562,924095,-,Zn-ribbon domain-containing OB-fold protein,S,A0A0U3H1A0
SACI_RS05345,SACI_RS05345,924092,925279,-,thiolase domain-containing protein,I,M1I4I2
SACI_RS05350,SACI_RS05350,925285,926898,-,long-chain fatty acid--CoA ligase,I,A0A0U3FDW5
SACI_RS05355,SACI_RS05355,926934,928136,-,acyl-CoA dehydrogenase family protein,I,A0A0U2N8S2
SACI_RS05360,SACI_RS05360,928650,928964,+,hypothetical protein,X,A0A0U3HDK5
SACI_RS05365,SACI_RS05365,929275,929751,-,peroxiredoxin,O,A0A0U3GSS4
SACI_RS05370,SACI_RS05370,929964,931616,-,AMP-binding protein,I,M1I4I9
SACI_RS05375,SACI_RS05375,932298,934181,+,APC family permease,E,UPI00064F3338
SACI_RS05380,SACI_RS05380,934620,936272,+,ATP-binding protein,L,A0A0U3H5M7
SACI_RS05385,SACI_RS05385,936259,937491,+,DNA double-strand break repair nuclease NurA,S,A0A0U3GR25
SACI_RS05390,SACI_RS05390,937878,938138,+,hypothetical protein,X,A0A0U3FRW4
SACI_RS05395,SACI_RS05395,938407,939963,+,alkaline phosphatase family protein,M,A0A0U3H1N2
SACI_RS05400,SACI_RS05400,940186,940875,-,metallophosphoesterase,S,A0A0U3GM67
SACI_RS05405,SACI_RS05405,941133,942203,+,ATP-binding protein,S,A0A0U2W2R8
SACI_RS05410,SACI_RS05410,942578,944566,+,3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein,I,A0A0U3GJV5
SACI_RS05415,SACI_RS05415,944847,946262,+,MFS transporter,P,A0A0U3H243
SACI_RS05420,SACI_RS05420,946478,948154,+,thiamine pyrophosphate-binding protein,E,A0A0U3GUH4
SACI_RS05425,SACI_RS05425,948404,948805,+,vitamin K epoxide reductase family protein,S,A0A0U2Y718
SACI_RS05430,SACI_RS05430,948860,950230,-,hypothetical protein,X,UPI00005524ED
SACI_RS11980,SACI_RS11980,950399,951964,-,hypothetical protein,X,Q4J9N9
SACI_RS05440,SACI_RS05440,952097,952870,-,radical SAM protein,L,A0A0U3FU39
SACI_RS05445,SACI_RS05445,952870,954063,-,hypothetical protein,S,A0A0U2NDZ8
SACI_RS05450,SACI_RS05450,954542,955027,-,hypothetical protein,C,UPI0009B5A16A
SACI_RS05455,SACI_RS05455,954960,955145,+,hypothetical protein,C,A0A0U3H132
SACI_RS11845,SACI_RS11845,955170,955289,+,molybdopterin-dependent oxidoreductase,X,UPI0002B27A63
SACI_RS05460,SACI_RS05460,955282,955806,+,xanthine dehydrogenase family protein molybdopterin-binding subunit,C,A0A0U3H177
SACI_RS05465,SACI_RS05465,956887,960714,+,S8 family serine peptidase,O,A0A0U3FDU5
SACI_RS05470,SACI_RS05470,960722,962470,+,hypothetical protein,S,A0A0U2N8R4
SACI_RS05475,SACI_RS05475,962554,964277,-,acyl--CoA ligase,X,
SACI_RS05480,SACI_RS05480,964555,965004,+,YbaK/EbsC family protein,S,A0A0U3HCV8
SACI_RS05485,SACI_RS05485,965058,965243,+,hypothetical protein,X,A0A0U3H1M3
SACI_RS05490,SACI_RS05490,965309,965854,-,NAD-dependent epimerase/dehydratase family protein,G,A0A0U2X2U7
SACI_RS05495,SACI_RS05495,966098,966727,+,type 1 glutamine amidotransferase,F,A0A0U3F676
SACI_RS05500,SACI_RS05500,966891,967697,+,acetoacetate decarboxylase family protein,Q,A0A0U2W2Q3
SACI_RS05505,SACI_RS05505,967901,969586,-,hypothetical protein,X,A0A0U3GJS9
SACI_RS05510,SACI_RS05510,969591,970697,-,hypothetical protein,X,A0A0U2WYY0
SACI_RS05515,SACI_RS05515,971287,971874,+,class I SAM-dependent methyltransferase,S,A0A0U3GUF9
SACI_RS05520,SACI_RS05520,971893,972582,+,hypothetical protein,X,A0A0U3GEP8
SACI_RS05525,SACI_RS05525,972700,974583,-,alpha-glucosidase,G,A0A0U2VTT6
SACI_RS05530,SACI_RS05530,974711,975760,+,HTH domain-containing protein,K,A0A0U3FMH2
SACI_RS05535,SACI_RS05535,975799,978453,-,glycoside hydrolase,G,A0A0U2WRC0
SACI_RS05540,SACI_RS05540,978540,979397,-,sugar ABC transporter permease,P,A0A0U2XZB5
SACI_RS05545,SACI_RS05545,979397,980281,-,sugar ABC transporter permease,P,A0A0U3FLU8
SACI_RS05550,SACI_RS05550,980292,981734,-,sugar ABC transporter substrate-binding protein,P,A0A0U3FDT3
SACI_RS05555,SACI_RS05555,981962,983038,+,ABC transporter ATP-binding protein,G,A0A0U3GRN5
SACI_RS05560,SACI_RS05560,983366,983848,-,CBS domain-containing protein,S,A0A0U3FLF0
SACI_RS05565,SACI_RS05565,984081,984524,-,hypothetical protein,S,A0A0U3H9N8
SACI_RS05570,SACI_RS05570,984596,985579,-,FAD-dependent oxidoreductase,C,A0A0U3HCT4
SACI_RS05575,msrA,985690,986256,+,peptide-methionine (S)-S-oxide reductase MsrA,O,A0A0U3FE68
SACI_RS05580,SACI_RS05580,987096,987896,+,MarR family transcriptional regulator,K,A0A0U2W2N5
SACI_RS05585,SACI_RS05585,987941,989377,-,type II secretion system F family protein,N,A0A0U3FVM0
SACI_RS05590,SACI_RS05590,989361,990902,-,type II/IV secretion system ATPase subunit,N,A0A0U2WYW0
SACI_RS05595,SACI_RS05595,990906,991607,-,flagellar accessory protein FlaH,N,A0A0U3GUE0
SACI_RS05600,SACI_RS05600,991589,992083,-,flagellar protein F,N,A0A0U3GEN4
