locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
SACI_RS03835,SACI_RS03835,Saci_0801,641879,643468,-,CTP synthase,Nucleotide transport and metabolism,A0A0U3FV41,Op425
SACI_RS03840,SACI_RS03840,Saci_0802,643539,644225,+,orotidine 5'-phosphate decarboxylase,Carbohydrate transport and metabolism,UPI00005523B4,Op426
SACI_RS03845,SACI_RS03845,Saci_0803,644254,644706,+,hypothetical protein,No COG annotation,A0A0U3FTB0,Op426
SACI_RS03850,SACI_RS03850,Saci_0804,644764,645186,-,DUF2153 domain-containing protein,Function unknown,UPI0002B284F5,Op427
SACI_RS03855,SACI_RS03855,Saci_0805,645240,645635,-,hypothetical protein,Function unknown,A0A0U2NEN9,Op428
SACI_RS03860,glmM,Saci_0806,645632,646996,-,phosphoglucosamine mutase,Carbohydrate transport and metabolism,A0A0U3HL63,Op428
SACI_RS03865,SACI_RS03865,Saci_0807,647232,648290,-,glycosyltransferase family 4 protein,Cell wall/membrane/envelope biogenesis,A0A0U3FMJ3,Op429
SACI_RS11590,SACI_RS11590,,648575,648803,+,hypothetical protein,No COG annotation,,Op430
SACI_RS03875,SACI_RS03875,Saci_0810,648880,649443,-,class I SAM-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0U3FEN3,Op431
SACI_RS03880,SACI_RS03880,Saci_0811,649445,650179,-,RNA-guided pseudouridylation complex pseudouridine synthase subunit Cbf5,"Translation, ribosomal structure and biogenesis",UPI0009B5C125,Op431
SACI_RS03885,SACI_RS03885,,650217,650471,-,H/ACA RNA-protein complex component Cbf5p,"Translation, ribosomal structure and biogenesis",A0A0U3GTN2,Op431
SACI_RS03890,SACI_RS03890,Saci_0813,650473,650763,-,50S ribosomal protein L14e,"Translation, ribosomal structure and biogenesis",A0A0U3HAL5,Op431
SACI_RS03895,SACI_RS03895,Saci_0814,650808,653543,-,DEAD/DEAH box helicase,"Replication, recombination and repair",A0A0U2Y035,Op432
SACI_RS03900,SACI_RS03900,Saci_0815,653584,655284,+,DUF87 domain-containing protein,"Replication, recombination and repair",A0A0U3GMZ6,Op433
SACI_RS03905,SACI_RS03905,Saci_0816,655287,655604,+,hypothetical protein,No COG annotation,A0A0U3H1Y5,Op433
SACI_RS03910,SACI_RS03910,Saci_0817,655601,656353,+,DNA polymerase sliding clamp,"Replication, recombination and repair",A0A0U3FM53,Op433
SACI_RS03915,SACI_RS03915,Saci_0818,656317,657420,-,amidohydrolase family protein,Nucleotide transport and metabolism,A0A0U2N979,Op434
SACI_RS03920,SACI_RS03920,Saci_0819,657402,658061,-,GTP cyclohydrolase IIa,Function unknown,A0A0U2Y7W8,Op434
SACI_RS03925,SACI_RS03925,Saci_0820,658058,658534,-,6%2C7-dimethyl-8-ribityllumazine synthase,Coenzyme transport and metabolism,UPI00005523C3,Op434
SACI_RS03930,SACI_RS03930,Saci_0821,658506,658976,-,riboflavin synthase,Coenzyme transport and metabolism,A0A0U3FF10,Op434
SACI_RS03935,SACI_RS03935,Saci_0822,658973,659635,-,3%2C4-dihydroxy-2-butanone-4-phosphate synthase,Coenzyme transport and metabolism,A0A0U3F6Y4,Op434
SACI_RS03940,SACI_RS03940,Saci_0823,659676,660239,-,hypothetical protein,No COG annotation,A0A0U3FV31,Op434
SACI_RS03945,SACI_RS03945,Saci_0824,660301,661065,+,DUF2208 domain-containing protein,Function unknown,A0A0U3GKN1,Op435
SACI_RS03950,SACI_RS03950,Saci_0825,661036,662340,-,cobyrinate a%2Cc-diamide synthase,Coenzyme transport and metabolism,A0A0U3H2S4,Op436
SACI_RS03955,pcn,Saci_0826,662339,663121,+,proliferating cell nuclear antigen (pcna),"Replication, recombination and repair",A0A0U3FMI4,Op437
SACI_RS03960,SACI_RS03960,Saci_0827,663121,664095,+,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,Amino acid transport and metabolism,M1I3G4,Op437
SACI_RS03965,SACI_RS03965,Saci_0828,664088,665107,+,methionine synthase,Amino acid transport and metabolism,A0A0U3GSJ8,Op437
SACI_RS03970,SACI_RS03970,Saci_0829,665113,665574,+,30S ribosomal protein S15,"Translation, ribosomal structure and biogenesis",A0A0U3GTL8,Op437
SACI_RS03975,SACI_RS03975,Saci_0830,665548,665919,-,sirohydrochlorin cobaltochelatase,Coenzyme transport and metabolism,A0A0U3HAJ5,Op438
SACI_RS03980,SACI_RS03980,Saci_0831,665983,666624,+,30S ribosomal protein S6e,"Translation, ribosomal structure and biogenesis",A0A0U3FN67,Op439
SACI_RS03985,SACI_RS03985,Saci_0832,666633,667883,+,translation initiation factor IF-2 subunit gamma,"Translation, ribosomal structure and biogenesis",A0A0U3H6I5,Op439
SACI_RS03990,SACI_RS03990,Saci_0833,667865,668281,+,PIN domain-containing protein,Function unknown,A0A0U2WS52,Op439
SACI_RS03995,SACI_RS03995,Saci_0834,668286,668837,+,DNA-directed RNA polymerase,Transcription,A0A0U3FWL7,Op439
SACI_RS04000,SACI_RS04000,Saci_0835,668837,669043,+,DNA-binding protein,Transcription,A0A0U2WZP5,Op439
SACI_RS04005,SACI_RS04005,Saci_0836,669058,669552,+,DUF359 domain-containing protein,Function unknown,A0A0U2Y7V1,Op439
SACI_RS04010,SACI_RS04010,Saci_0837,669605,670846,-,2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase,Carbohydrate transport and metabolism,A0A0U3FM39,Op440
SACI_RS04015,SACI_RS04015,Saci_0838,670843,673086,-,CDC48 family AAA ATPase,"Post-translational modification, protein turnover,and chaperones",UPI00005523D5,Op440
SACI_RS04020,rgy,,673149,676887,+,reverse gyrase,No COG annotation,,Op441
SACI_RS04025,SACI_RS04025,Saci_0840,676892,677785,+,carbon-nitrogen hydrolase family protein,Function unknown,A0A0U3H9H7,Op441
SACI_RS04030,SACI_RS04030,Saci_0841,677802,678131,-,30S ribosomal protein S25e,"Translation, ribosomal structure and biogenesis",A0A0U3HDL1,Op442
SACI_RS04035,SACI_RS04035,Saci_0842,678181,678936,+,TrmB family transcriptional regulator,Transcription,A0A0U3FEZ7,Op443
SACI_RS04040,SACI_RS04040,Saci_0843,678974,679126,+,type II toxin-antitoxin system ParD family antitoxin,Transcription,A0A0U3F6W8,Op443
SACI_RS04045,SACI_RS04045,Saci_0844,679204,679971,+,tRNA (adenine-N1)-methyltransferase,"Translation, ribosomal structure and biogenesis",A0A0U3FMH0,Op444
SACI_RS04050,SACI_RS04050,Saci_0845,679989,680318,+,hypothetical protein,No COG annotation,A0A0U3GKL4,Op444
SACI_RS04055,SACI_RS04055,Saci_0846,680315,681274,+,V-type ATPase subunit,Energy production and conversion,A0A0U3GSI2,Op444
SACI_RS04060,SACI_RS04060,Saci_0847,681257,681586,-,hypothetical protein,No COG annotation,A0A0U3GV41,Op445
SACI_RS04065,SACI_RS04065,Saci_0848,681646,682626,+,aldo/keto reductase,Energy production and conversion,A0A0U3FRY6,Op446
SACI_RS04070,SACI_RS04070,Saci_0849,682610,683185,-,XTP/dITP diphosphatase,Nucleotide transport and metabolism,A0A0U3HAI3,Op447
SACI_RS04075,SACI_RS04075,Saci_0850,683139,683798,-,Kae1-associated kinase Bud32,Signal transduction mechanisms,A0A0U2VUP4,Op447
SACI_RS04080,SACI_RS04080,Saci_0851,683789,684787,-,N(6)-L-threonylcarbamoyladenine synthase Kae1,"Translation, ribosomal structure and biogenesis",A0A0U3FN59,Op447
SACI_RS11595,SACI_RS11595,Saci_0852,684784,684978,-,30S ribosomal protein S27ae,"Translation, ribosomal structure and biogenesis",M1I3J1,Op447
SACI_RS04085,SACI_RS04085,Saci_0853,684959,685315,-,30S ribosomal protein S24e,"Translation, ribosomal structure and biogenesis",A0A0U2WS36,Op447
SACI_RS04090,SACI_RS04090,Saci_0854,685342,686139,-,thiazole biosynthesis protein,Coenzyme transport and metabolism,A0A0U2XZZ7,Op447
SACI_RS11600,SACI_RS11600,Saci_0855,686222,686431,+,TRASH domain-containing protein,No COG annotation,UPI00005523E6,Op448
SACI_RS04095,SACI_RS04095,Saci_0856,686362,687024,+,UbiX family flavin prenyltransferase,Coenzyme transport and metabolism,A0A0U2WZN2,Op448
SACI_RS04100,SACI_RS04100,Saci_0857,686987,687382,-,hypothetical protein,No COG annotation,A0A0U2Y7T4,Op449
SACI_RS04105,endA,Saci_0858,687428,687973,-,tRNA-intron lyase,"Translation, ribosomal structure and biogenesis",A0A0U3FM22,Op450
SACI_RS04110,SACI_RS04110,Saci_0859,687983,688615,-,DUF47 family protein,Transcription,A0A0U2N959,Op450
SACI_RS04115,SACI_RS04115,Saci_0860,688640,689038,-,hypothetical protein,No COG annotation,A0A0U3HDJ6,Op450
SACI_RS04120,SACI_RS04120,Saci_0861,689035,689403,-,hypothetical protein,"Replication, recombination and repair",A0A0U3FEY0,Op450
SACI_RS04125,glyS,Saci_0862,689396,691120,-,glycine--tRNA ligase,"Translation, ribosomal structure and biogenesis",A0A0U3F6V1,Op450
SACI_RS04130,speB,Saci_0863,691161,692051,+,agmatinase,Amino acid transport and metabolism,A0A0U3GJM3,Op451
SACI_RS11605,SACI_RS11605,Saci_0864,692029,692175,-,DNA-directed RNA polymerase subunit P,Transcription,A0A0U3GKK2,Op452
SACI_RS04135,yciH,Saci_0865,692263,692562,+,stress response translation initiation inhibitor YciH,"Translation, ribosomal structure and biogenesis",A0A0U3GSG6,Op453
SACI_RS04140,SACI_RS04140,Saci_0866,692672,693595,-,transcription initiation factor IIB,Transcription,A0A0U3GTI4,Op454
SACI_RS04145,SACI_RS04145,Saci_0867,693704,693973,+,DUF131 domain-containing protein,Function unknown,A0A0U3GFH0,Op455
SACI_RS11820,SACI_RS11820,,694196,694357,-,integrase,Function unknown,,Op456
SACI_RS04155,SACI_RS04155,Saci_0869,694942,696009,-,glycosyltransferase,Cell wall/membrane/envelope biogenesis,A0A0U3H2B3,Op457
SACI_RS04160,SACI_RS04160,Saci_0870,696029,696892,+,glycosyltransferase,Cell wall/membrane/envelope biogenesis,A0A0U3FN47,Op458
SACI_RS04165,SACI_RS04165,Saci_0871,697526,698449,-,M48 family metalloprotease,"Post-translational modification, protein turnover,and chaperones",A0A0U2WS16,Op459
SACI_RS04170,cadA,Saci_0872,698592,700817,-,cadmium-translocating P-type ATPase,Inorganic ion transport and metabolism,A0A0U2XZX9,Op460
SACI_RS11610,SACI_RS11610,Saci_0873,700810,700977,-,YHS domain-containing protein,Function unknown,M1ITZ6,Op460
SACI_RS04175,SACI_RS04175,Saci_0874,701108,701617,+,TRASH domain-containing protein,Transcription,M1J1D5,Op461
SACI_RS04180,SACI_RS04180,Saci_0875,701644,701922,+,hypothetical protein,No COG annotation,A0A0U2Y7S2,Op461
SACI_RS04185,SACI_RS04185,Saci_0877,701985,703760,+,AAA family ATPase,"Post-translational modification, protein turnover,and chaperones",F2Z698,Op462
SACI_RS04190,SACI_RS04190,Saci_0878,703792,704349,+,hypothetical protein,No COG annotation,A0A0U2N947,Op462
SACI_RS04195,SACI_RS04195,Saci_0879,704349,705005,+,hypothetical protein,No COG annotation,A0A0U3FUY5,Op462
SACI_RS04200,SACI_RS04200,Saci_0880,704955,706073,-,ATP-binding cassette domain-containing protein,Inorganic ion transport and metabolism,A0A0U3FEV3,Op463
SACI_RS04205,SACI_RS04205,Saci_0881,706323,707582,-,hypothetical protein,No COG annotation,A0A0U3F6T9,Op464
SACI_RS04210,SACI_RS04210,Saci_0882,708228,708533,+,hypothetical protein,Transcription,A0A0U3FMD4,Op465
SACI_RS04215,SACI_RS04215,Saci_0883,708849,710294,+,ammonium transporter,Inorganic ion transport and metabolism,UPI0002B27354,Op466
SACI_RS04220,SACI_RS04220,Saci_0884,710350,711231,-,metallophosphoesterase,Signal transduction mechanisms,A0A0U3GSF1,Op467
SACI_RS04225,SACI_RS04225,Saci_0885,711318,712505,+,mandelate racemase/muconate lactonizing enzyme family protein,Cell wall/membrane/envelope biogenesis,A0A0U3GTH2,Op468
SACI_RS04230,SACI_RS04230,Saci_0886,712521,714002,-,MFS transporter,Carbohydrate transport and metabolism,A0A0U3HAF2,Op469
SACI_RS04235,SACI_RS04235,Saci_0887,714103,714489,-,universal stress protein,Signal transduction mechanisms,A0A0U3H2A0,Op470
SACI_RS04240,SACI_RS04240,Saci_0888,714792,716015,+,amidohydrolase,Nucleotide transport and metabolism,A0A0U3GMT7,Op471
SACI_RS04255,SACI_RS04255,Saci_0891,716583,716852,-,UPF0147 family protein,Function unknown,A0A0U3FN36,Op472
SACI_RS04260,SACI_RS04260,Saci_0892,716910,717269,+,hypothetical protein,Function unknown,A0A0U2WS00,Op473
SACI_RS04265,tmk,Saci_0893,717238,717822,-,dTMP kinase,Nucleotide transport and metabolism,A0A0U2NCC3,Op474
SACI_RS04270,SACI_RS04270,Saci_0894,717813,718904,-,hypothetical protein,RNA processing and modification,A0A0U2Y7Q7,Op474
SACI_RS04275,SACI_RS04275,Saci_0895,718901,719437,-,hypothetical protein,No COG annotation,A0A0U2XZW4,Op474
SACI_RS04280,SACI_RS04280,Saci_0896,719478,719996,+,AAA family ATPase,"Replication, recombination and repair",A0A0U3H9A7,Op475
SACI_RS04285,SACI_RS04285,Saci_0897,719987,720484,+,CDP-2%2C3-bis-(O-geranylgeranyl)-sn-glycerol synthase,Lipid transport and metabolism,A0A0U3FUX4,Op475
SACI_RS04290,SACI_RS04290,Saci_0898,720478,720846,+,hypothetical protein,No COG annotation,A0A0U2NEG1,Op475
SACI_RS04295,SACI_RS04295,Saci_0899,720852,721073,+,hypothetical protein,No COG annotation,A0A0U2N939,Op475
SACI_RS04300,SACI_RS04300,Saci_0900,721095,723161,-,minichromosome maintenance protein MCM,"Replication, recombination and repair",A0A0U3G009,Op476
SACI_RS04305,SACI_RS04305,Saci_0901,723139,723690,-,hypothetical protein,Function unknown,A0A0U3HDF4,Op477
SACI_RS04310,SACI_RS04310,Saci_0902,723739,724248,+,THUMP domain-containing protein,Function unknown,A0A0U3FET8,Op478
SACI_RS04315,SACI_RS04315,Saci_0903,724273,725529,+,ORC1-type DNA replication protein,"Replication, recombination and repair",A0A0U3F6S3,Op478
SACI_RS04320,SACI_RS04320,Saci_0904,725556,725768,+,hypothetical protein,Transcription,UPI0011BF4E33,Op478
SACI_RS04325,moaC,Saci_0905,725765,726211,+,cyclic pyranopterin monophosphate synthase MoaC,Coenzyme transport and metabolism,A0A0U3GKI0,Op478
SACI_RS04330,SACI_RS04330,Saci_0906,726195,727508,-,replication factor C large subunit,"Replication, recombination and repair",A0A0U3H2L1,Op479
SACI_RS04335,SACI_RS04335,Saci_0907,727509,728486,-,replication factor C small subunit,"Replication, recombination and repair",A0A0U3GMP5,Op479
SACI_RS04340,SACI_RS04340,Saci_0908,728490,728942,-,YbhB/YbcL family Raf kinase inhibitor-like protein,Function unknown,A0A0U2W386,Op479
SACI_RS04345,psmB,Saci_0909,728973,729584,-,archaeal proteasome endopeptidase complex subunit beta,"Post-translational modification, protein turnover,and chaperones",A0A0U3FWF1,Op479
SACI_RS04350,SACI_RS04350,Saci_0910,729607,730794,-,amidase,"Translation, ribosomal structure and biogenesis",A0A0U2WZI0,Op479
SACI_RS04355,SACI_RS04355,Saci_0911,731144,732148,+,alcohol dehydrogenase catalytic domain-containing protein,Energy production and conversion,A0A0U2Y7M3,Op480
SACI_RS04360,SACI_RS04360,Saci_0912,732174,732785,+,hypothetical protein,No COG annotation,A0A0U2XZU9,Op480
SACI_RS04365,SACI_RS04365,Saci_0913,732797,733288,+,hypothetical protein,No COG annotation,A0A0U3FJQ7,Op480
SACI_RS04370,cobA,Saci_0914,733432,734148,+,uroporphyrinogen-III C-methyltransferase,Coenzyme transport and metabolism,A0A0U3H1J9,Op481
SACI_RS11615,SACI_RS11615,Saci_0915,734164,734307,+,YHS domain-containing protein,Inorganic ion transport and metabolism,UPI000055241C,Op481
SACI_RS04375,SACI_RS04375,Saci_0916,734352,735194,+,xanthine dehydrogenase family protein subunit M,Energy production and conversion,A0A0U3H1R5,Op482
SACI_RS04380,SACI_RS04380,Saci_0917,735191,735697,+,(2Fe-2S)-binding protein,Energy production and conversion,A0A0U3FLW7,Op482
SACI_RS04385,SACI_RS04385,Saci_0918,735648,736211,-,nucleotidyltransferase family protein,Function unknown,A0A0U3HKU5,Op483
SACI_RS04390,SACI_RS04390,Saci_0919,736240,736674,+,carbon monoxide dehydrogenase subunit G,Energy production and conversion,A0A0U3HDE0,Op484
SACI_RS04395,SACI_RS04395,Saci_0920,736681,738261,-,50S ribosome-binding GTPase,"Translation, ribosomal structure and biogenesis",A0A0U3FED6,Op485
SACI_RS04400,SACI_RS04400,Saci_0921,738314,738814,+,ZPR1 zinc finger domain-containing protein,Function unknown,UPI0000552422,Op486
SACI_RS04405,SACI_RS04405,Saci_0922,738801,739322,-,Hsp20/alpha crystallin family protein,"Post-translational modification, protein turnover,and chaperones",A0A0U3GJI7,Op487
SACI_RS04410,mce,Saci_0923,739365,739790,-,methylmalonyl-CoA epimerase,Amino acid transport and metabolism,A0A0U3GTC5,Op488
SACI_RS04415,SACI_RS04415,Saci_0924,739876,741549,+,methylmalonyl-CoA mutase family protein,Lipid transport and metabolism,A0A0U3FBH6,Op489
SACI_RS04420,SACI_RS04420,Saci_0925,741546,742088,-,phosphoribosyltransferase,Coenzyme transport and metabolism,A0A0U3H2J3,Op490
SACI_RS04425,SACI_RS04425,Saci_0926,742081,743175,-,alkaline phosphatase family protein,Function unknown,A0A0U3GUY1,Op490
SACI_RS04430,SACI_RS04430,,743373,744923,+,NAD(P)/FAD-dependent oxidoreductase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0U3GF91,Op491
SACI_RS04435,SACI_RS04435,Saci_0929,744958,746766,+,AAA family ATPase,"Post-translational modification, protein turnover,and chaperones",A0A0U2W367,Op491
SACI_RS04440,SACI_RS04440,Saci_0930,746708,747511,-,inositol-1-monophosphatase,Carbohydrate transport and metabolism,A0A0U3FN04,Op492
SACI_RS04445,trxB,Saci_0931,747508,748479,-,thioredoxin-disulfide reductase,"Post-translational modification, protein turnover,and chaperones",A0A0U2WZG5,Op492
SACI_RS04450,SACI_RS04450,Saci_0932,748556,750064,+,dihydropteroate synthase-like protein,Coenzyme transport and metabolism,A0A0U2XZT2,Op493
SACI_RS04455,SACI_RS04455,Saci_0933,750024,750425,+,hypothetical protein,No COG annotation,A0A0U3H9E4,Op493
SACI_RS04460,SACI_RS04460,Saci_0934,750422,750841,-,6-carboxytetrahydropterin synthase,Coenzyme transport and metabolism,A0A0U3H1P6,Op494
SACI_RS04465,SACI_RS04465,Saci_0935,750819,751349,-,hypothetical protein,No COG annotation,UPI0002B27655,Op495
SACI_RS04470,SACI_RS04470,Saci_0936,751344,751817,+,hypothetical protein,No COG annotation,A0A0U2N920,Op496
SACI_RS04475,SACI_RS04475,Saci_0937,751814,752224,+,hypothetical protein,No COG annotation,A0A0U3HKT1,Op496
SACI_RS04480,SACI_RS04480,Saci_0938,752208,752405,+,hypothetical protein,No COG annotation,A0A0U3FEQ4,Op496
SACI_RS04485,SACI_RS04485,Saci_0939,752417,753028,+,DUF115 domain-containing protein,Coenzyme transport and metabolism,A0A0U3F6P5,Op496
SACI_RS04490,SACI_RS04490,Saci_0940,753048,754208,+,2-isopropylmalate synthase,Amino acid transport and metabolism,A0A0U3GS85,Op496
SACI_RS04495,SACI_RS04495,Saci_0941,754205,754825,+,MBL fold metallo-hydrolase,Function unknown,A0A0U3GTA4,Op496
SACI_RS04500,SACI_RS04500,Saci_0942,754815,754991,-,ribbon-helix-helix protein%2C CopG family,Transcription,A0A0U3H2H8,Op497
SACI_RS04505,SACI_RS04505,Saci_0943,755140,755454,+,hypothetical protein,No COG annotation,A0A0U3H236,Op498
SACI_RS04510,SACI_RS04510,Saci_0944,755607,755834,-,Lrp/AsnC ligand binding domain-containing protein,Transcription,A0A0U3GF77,Op499
SACI_RS04515,SACI_RS04515,Saci_0945,755871,757052,-,ABC transporter permease,Energy production and conversion,A0A0U2VUE0,Op499
SACI_RS04520,SACI_RS04520,Saci_0946,757033,757779,-,ABC transporter ATP-binding protein,Defense mechanisms,A0A0U3FWB7,Op499
SACI_RS11620,SACI_RS11620,Saci_0947,757834,758526,+,hypothetical protein,No COG annotation,UPI000055243B,Op500
SACI_RS04525,panB,Saci_0948,758408,759214,+,3-methyl-2-oxobutanoate hydroxymethyltransferase,Coenzyme transport and metabolism,A0A0U2WRU3,Op501
SACI_RS04530,SACI_RS04530,Saci_0949,759193,759993,-,phosphopantothenate/pantothenate synthetase,Function unknown,A0A0U2XZR9,Op502
SACI_RS04535,SACI_RS04535,Saci_0950,759948,760697,-,GHMP kinase,Function unknown,A0A0U3H9B8,Op502
SACI_RS04540,SACI_RS04540,Saci_0951,760719,761144,-,hypothetical protein,No COG annotation,A0A0U3H1M8,Op502
SACI_RS04545,SACI_RS04545,Saci_0952,761181,761888,+,MoaD family protein,Coenzyme transport and metabolism,A0A0U3FLU4,Op503
SACI_RS04550,thiD,Saci_0953,761866,763209,+,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,Coenzyme transport and metabolism,A0A0U2NEA0,Op504
SACI_RS04555,SACI_RS04555,Saci_0954,763213,763746,+,HD family hydrolase,Function unknown,A0A0U3HKQ9,Op504
SACI_RS04560,ppa,Saci_0955,763773,764294,+,inorganic diphosphatase,Energy production and conversion,A0A0U3FEN5,Op504
SACI_RS04565,SACI_RS04565,Saci_0956,764291,765568,+,glycosyltransferase family 2 protein,Cell wall/membrane/envelope biogenesis,A0A0U3FEA7,Op504
SACI_RS04570,SACI_RS04570,Saci_0957,765569,766651,-,TGS domain-containing protein,Function unknown,A0A0U3GJF9,Op505
SACI_RS04575,SACI_RS04575,Saci_0958,766641,767279,-,ribonuclease HII,"Replication, recombination and repair",A0A0U3GT90,Op505
